[cs=0, path=0]
  29021862.188302, 10820173.421968
  29133057.062586, 10808341.624915
  29244251.936871, 10798185.616142
  29355446.811156, 10773781.174184
  29425666.894474, 10743838.354115
  29466641.685441, 10727437.643357
  29577836.559725, 10666933.663021
  29649834.407349, 10618363.492693
  29689031.434010, 10588206.393996
  29796153.240936, 10491953.572712
  29800226.308295, 10486648.961805
  29900630.635652, 10364569.531544
  29911421.182579, 10347543.102723
  29993001.146578, 10236171.011992
  30022616.056864, 10201424.965777
  30104257.436765, 10106716.284329
  30133810.931149, 10084808.623051
  30245005.805433, 10005513.085742
  30285241.768072, 9976162.163241
  30356200.679718, 9947743.347214
  30467395.554003, 9909655.811601
  30578590.428287, 9875606.102358
  30689432.543429, 9844463.919260
  30689785.302572, 9844382.914406
  30800980.176857, 9822126.179629
  30912175.051141, 9801682.740841
  31023369.925426, 9782130.883917
  31134564.799711, 9763178.420899
  31245759.673995, 9744948.933231
  31356954.548280, 9727062.663660
  31454645.787764, 9711575.184206
  31468149.422565, 9708976.235342
  31579344.296849, 9689052.182152
  31690539.171134, 9670305.875964
  31801734.045419, 9654436.937242
  31912928.919703, 9642879.081475
  32024123.793988, 9635535.703252
  32135318.668273, 9631808.993920
  32246513.542558, 9632159.965128
  32357708.416842, 9637138.513675
  32468903.291127, 9644892.332280
  32580098.165412, 9649940.299589
  32691293.039696, 9647537.879312
  32802487.913981, 9635152.343675
  32913682.788266, 9605133.544912
  32969715.211479, 9577447.850107
  33024877.662550, 9531342.392744
  33126080.359725, 9442031.961031
  33136072.536835, 9432977.558719
  33247267.411120, 9341641.969127
  33277063.462898, 9305275.597182
  33358462.285404, 9204657.700288
  33375974.842175, 9167124.750576
  33415879.230187, 9027523.191505
  33423475.896924, 8886412.324938
  33404469.906979, 8743731.035917
  33358462.285404, 8610249.327822
  33355206.763768, 8599415.522866
  33298228.005433, 8453399.117659
  33247267.411120, 8324160.334351
  33239474.397950, 8305612.091134
  33192448.159693, 8155981.442573
  33166797.545944, 8004430.671529
  33192193.280168, 7850879.530158
  33247267.411120, 7766012.302306
  33285789.822630, 7695243.753995
  33358462.285404, 7604222.662012
  33411177.212057, 7537434.768861
  33469657.159689, 7471959.300851
  33573890.070464, 7377359.371292
  33580852.033974, 7370528.676884
  33692046.908258, 7277002.245052
  33782225.001075, 7214919.379532
  33803241.782543, 7191402.415398
  33914436.656828, 7081329.429965
  33951276.241586, 7050011.251760
  34025631.531112, 6911520.122842
  34045559.485560, 6882525.667758
  34136826.405397, 6751296.139604
  34167459.564176, 6712347.069720
  34248021.279682, 6651786.439195
  34359216.153966, 6582305.052831
  34428611.919444, 6539353.157274
  34470411.028251, 6495162.130651
  34581605.902536, 6405289.252395
  34644375.734502, 6363414.331124
  34581605.902536, 6298444.289252
  34470411.028251, 6244137.629602
  34359216.153966, 6224333.814098
  34248021.279682, 6222576.195824
  34136826.405397, 6232861.774961
  34025631.531112, 6254332.274757
  33914436.656828, 6288858.669353
  33803241.782543, 6338657.420401
  33754379.461240, 6363414.331124
  33692046.908258, 6385709.071308
  33580852.033974, 6421367.184799
  33469657.159689, 6464749.129132
  33358462.285404, 6533735.395413
  33351999.472772, 6539353.157274
  33247267.411120, 6655488.789300
  33210449.485617, 6712347.069720
  33136072.536835, 6878728.704249
  33134595.220276, 6882525.667758
  33081253.793320, 7050011.251760
  33030438.681410, 7214919.379532
  33024877.662550, 7230514.492498
  32978636.375877, 7377359.371292
  32931484.104771, 7537434.768861
  32913682.788266, 7589153.632965
  32872763.931483, 7695243.753995
  32802487.913981, 7788952.883377
  32742969.960658, 7850879.530158
  32691293.039696, 7889706.899359
  32580098.165412, 7902308.620991
  32555208.108025, 7850879.530158
  32522196.388032, 7695243.753995
  32504706.342327, 7537434.768861
  32505285.228669, 7377359.371292
  32526448.494963, 7214919.379532
  32561624.600024, 7050011.251760
  32580098.165412, 6983664.509067
  32616558.364576, 6882525.667758
  32670108.198188, 6712347.069720
  32691293.039696, 6616784.280731
  32714177.941179, 6539353.157274
  32780334.424311, 6363414.331124
  32802487.913981, 6335171.427428
  32913682.788266, 6217099.844254
  32948545.853153, 6184393.078871
  33024877.662550, 6143656.619882
  33136072.536835, 6098789.213957
  33247267.411120, 6060379.023652
  33358462.285404, 6021414.069322
  33419181.556058, 6002143.295624
  33469657.159689, 5993317.159493
  33580852.033974, 5981261.507672
  33692046.908258, 5973511.727225
  33803241.782543, 5965487.784994
  33914436.656828, 5953115.600191
  34025631.531112, 5934204.909553
  34136826.405397, 5907560.528921
  34248021.279682, 5872352.403699
  34359216.153966, 5829207.150463
  34390984.735469, 5816509.530893
  34470411.028251, 5798327.201633
  34581605.902536, 5778463.954076
  34692800.776821, 5763803.361217
  34803995.651105, 5753327.236637
  34915190.525390, 5746766.884552
  35026385.399675, 5743491.523182
  35137580.273959, 5742420.115696
  35248775.148244, 5743693.227228
  35359970.022529, 5748714.149681
  35471164.896813, 5757862.227418
  35582359.771098, 5769467.307356
  35693554.645383, 5781910.768879
  35804749.519667, 5795838.001460
  35915944.393952, 5813574.236194
  35929706.193166, 5816509.530893
  36027139.268237, 5836669.524633
  36138334.142521, 5868884.120867
  36249529.016806, 5909505.030744
  36360723.891091, 5953871.964492
  36471918.765375, 5996911.070232
  36486135.776078, 6002143.295624
  36583113.639660, 6034810.512218
  36694308.513945, 6074694.212661
  36805503.388229, 6117466.615863
  36916698.262514, 6162889.309549
  36966407.475817, 6184393.078871
  37027893.136799, 6215106.250432
  37139088.011084, 6278907.788698
  37250282.885368, 6346999.319176
  37278731.682504, 6363414.331124
  37361477.759653, 6414108.609722
  37472672.633938, 6491140.576821
  37537938.044960, 6539353.157274
  37583867.508222, 6577667.598485
  37693138.096872, 6712347.069720
  37695062.382507, 6713951.779257
  37806257.256792, 6818659.858284
  37856610.452401, 6882525.667758
  37917452.131076, 6927113.931633
  38028647.005361, 7022051.381121
  38057757.305825, 7050011.251760
  38139841.879646, 7104932.394082
  38251036.753930, 7182806.731923
  38294278.118516, 7214919.379532
  38362231.628215, 7253921.129569
  38473426.502500, 7311472.780481
  38584621.376784, 7359123.226877
  38639731.552985, 7377359.371292
  38695816.251069, 7395598.023032
  38807011.125354, 7424280.163120
  38918205.999638, 7453106.612416
  39029400.873923, 7482473.726236
  39140595.748208, 7508843.017754
  39251790.622492, 7537376.352553
  39251997.879415, 7537434.768861
  39362985.496777, 7571724.144404
  39474180.371062, 7602766.873919
  39585375.245347, 7633456.932359
  39696570.119631, 7668733.587800
  39770785.072633, 7695243.753995
  39807764.993916, 7707841.694860
  39918959.868201, 7748520.432083
[cs=0, path=2]
  0.000000, 10338188.276397
  111194.874285, 10287223.092814
  208388.196783, 10236171.011992
  222389.748569, 10230378.340859
  333584.622854, 10191410.493547
  444779.497139, 10157239.223033
  555974.371423, 10124732.762768
  617569.743190, 10106716.284329
  667169.245708, 10090731.722186
  778364.119993, 10054405.649200
  889558.994277, 10021363.577334
  1000753.868562, 9996906.672473
  1111948.742847, 9986218.693458
  1223143.617131, 9994982.929825
  1334338.491416, 10019431.252781
  1445533.365701, 10064144.274783
  1499580.696949, 10106716.284329
  1556728.239986, 10206062.045507
  1569195.185675, 10236171.011992
  1577829.864443, 10364569.531544
  1574309.991808, 10491953.572712
  1556728.239986, 10599051.265527
  1539416.236377, 10618363.492693
  1445533.365701, 10687443.412595
  1334338.491416, 10657114.236521
  1223143.617131, 10666581.753990
  1195343.105195, 10743838.354115
  1223143.617131, 10758352.874980
  1334338.491416, 10790812.756449
  1445533.365701, 10789285.696067
  1556728.239986, 10786563.369703
  1667923.114270, 10863210.855576
  1671645.306232, 10868415.998324
  1779117.988555, 10947039.913963
  1823945.706156, 10992133.114339
  1890312.862840, 11036802.047197
  1986548.213494, 11115025.303818
  2001507.737124, 11124490.192689
  2112702.611409, 11209304.332467
  2144961.495940, 11237127.142330
  2223897.485694, 11305424.553685
  2277962.537836, 11358472.237218
  2335092.359978, 11415840.818088
  2396890.869098, 11479093.282308
  2446287.234263, 11527659.004810
  2525462.526489, 11599022.109690
  2557482.108548, 11627814.957079
  2668676.982832, 11711300.731272
  2680974.282373, 11718289.738805
  2779871.857117, 11779796.730720
  2891066.731402, 11813954.618260
  3002261.605686, 11806184.165446
  3113456.479971, 11773421.527245
  3224651.354256, 11737643.296071
  3286625.220160, 11718289.738805
  3335846.228540, 11703895.736567
  3447041.102825, 11668791.429887
  3558235.977110, 11620328.350666
  3592963.560063, 11599022.109690
  3669430.851394, 11513504.070531
  3697433.814246, 11479093.282308
  3780625.725679, 11412590.131509
  3841441.485868, 11358472.237218
  3891820.599964, 11330944.850920
  4003015.474249, 11258971.490118
  4026731.244953, 11237127.142330
  4114210.348533, 11166945.167559
  4167341.268607, 11115025.303818
  4225405.222818, 11051443.739494
  4275827.516808, 10992133.114339
  4336600.097103, 10923268.427969
  4387102.158336, 10868415.998324
  4447794.971387, 10803503.500581
  4513204.683329, 10743838.354115
  4558989.845672, 10697637.024148
  4668884.242979, 10618363.492693
  4670184.719957, 10617187.203447
  4781379.594241, 10558068.560450
  4892574.468526, 10535534.210906
  5003769.342811, 10521888.218062
  5114964.217095, 10504063.496945
  5167316.911288, 10491953.572712
  5226159.091380, 10472002.498050
  5337353.965665, 10429086.833086
  5448548.839949, 10388505.467347
  5511317.580988, 10364569.531544
  5559743.714234, 10336916.260528
  5670938.588519, 10279443.879856
  5744726.750691, 10236171.011992
  5782133.462803, 10193608.979332
  5879802.293157, 10106716.284329
  5893328.337088, 10043775.719156
  5919662.009835, 9976162.163241
  5893328.337088, 9940483.187239
  5782133.462803, 9870950.755973
  5670938.588519, 9852521.601018
  5559743.714234, 9884263.519351
  5448548.839949, 9940174.446922
  5355745.633840, 9976162.163241
  5337353.965665, 9979885.717382
  5226159.091380, 9980097.675819
  5216928.727076, 9976162.163241
  5114964.217095, 9906438.913718
  5073512.302923, 9844463.919260
  5003769.342811, 9716707.188659
  5002534.802814, 9711575.184206
  5003769.342811, 9709106.091620
  5061037.462402, 9577447.850107
  5114964.217095, 9527054.778334
  5208476.804388, 9442031.961031
  5226159.091380, 9432472.989562
  5337353.965665, 9389962.462909
  5448548.839949, 9358617.377730
  5559743.714234, 9327595.548433
  5628420.495022, 9305275.597182
  5670938.588519, 9297971.138321
  5782133.462803, 9292916.109990
  5893328.337088, 9295680.091513
  6004523.211373, 9299508.989148
  6106023.609565, 9305275.597182
  6115718.085657, 9307311.633870
  6226912.959942, 9323749.459259
  6338107.834227, 9332785.652869
  6449302.708512, 9357988.701865
  6555115.932370, 9442031.961031
  6560497.582796, 9447687.256457
  6671692.457081, 9557982.105801
  6706858.314122, 9577447.850107
  6782887.331366, 9593901.671807
  6894082.205650, 9607189.088642
  7005277.079935, 9615833.955529
  7116471.954220, 9623904.909009
  7227666.828504, 9634611.929067
  7338861.702789, 9649549.286282
  7450056.577074, 9669540.632358
  7561251.451358, 9696174.002854
  7610384.549706, 9711575.184206
  7672446.325643, 9727782.191467
  7783641.199928, 9758977.136946
  7894836.074212, 9791965.207683
  8006030.948497, 9829887.932311
  8042822.264233, 9844463.919260
  8117225.822782, 9870118.304209
  8228420.697066, 9910715.075318
  8339615.571351, 9958100.903178
  8377409.274144, 9976162.163241
  8450810.445636, 10008805.495212
  8562005.319920, 10060744.508667
  8647611.291248, 10106716.284329
  8673200.194205, 10120380.511891
  8784395.068490, 10176331.882788
  8882110.757264, 10236171.011992
  8895589.942774, 10244373.927790
  9006784.817059, 10308249.202298
  9086854.643146, 10364569.531544
  9117979.691344, 10383866.827925
  9229174.565629, 10441867.624347
  9333380.549407, 10491953.572712
  9340369.439913, 10494853.044044
  9451564.314198, 10519570.201377
  9562759.188483, 10528471.775862
  9673954.062767, 10528635.303217
  9785148.937052, 10524068.014452
  9896343.811337, 10516887.745700
  10007538.685621, 10507380.598737
  10118733.559906, 10494356.242384
  10136449.438664, 10491953.572712
  10229928.434191, 10478958.018810
  10341123.308475, 10463235.531912
  10452318.182760, 10443680.719903
  10563513.057045, 10417990.030909
  10674707.931329, 10384869.935563
  10729784.862169, 10364569.531544
  10785902.805614, 10346503.039800
  10897097.679899, 10312664.005686
  11008292.554183, 10285035.569994
  11119487.428468, 10265729.620972
  11230682.302753, 10254140.076808
  11341877.177037, 10248330.899708
  11453072.051322, 10251120.677207
  11564266.925607, 10262974.321409
  11675461.799892, 10265122.915421
  11786656.674176, 10260938.603627
  11897851.548461, 10271404.911280
  12009046.422746, 10274021.812013
  12120241.297030, 10258018.987277
  12231436.171315, 10244992.193942
  12290409.416497, 10236171.011992
  12342631.045600, 10230495.440441
  12453825.919884, 10218626.384086
  12551711.159808, 10236171.011992
  12565020.794169, 10244406.686946
  12648310.737342, 10364569.531544
  12676215.668454, 10420163.449577
  12715138.332032, 10491953.572712
  12787410.542738, 10552554.927632
  12880915.006162, 10618363.492693
  12898605.417023, 10635014.944545
  13009800.291308, 10739572.582655
  13015079.452751, 10743838.354115
  13030548.147161, 10868415.998324
  13009800.291308, 10879352.427094
  12898605.417023, 10926275.300668
  12787410.542738, 10953070.071657
  12676215.668454, 10948424.110501
  12565020.794169, 10942172.689126
  12465178.476692, 10992133.114339
  12453825.919884, 10995245.895442
  12342631.045600, 11041485.181887
  12231436.171315, 11076201.828450
  12137021.322318, 11115025.303818
  12120241.297030, 11121219.407610
  12009046.422746, 11150853.367934
  11897851.548461, 11126327.822583
  11872617.801661, 11115025.303818
  11786656.674176, 11059992.087199
  11675461.799892, 11041489.388305
  11564266.925607, 11059887.157214
  11453072.051322, 11095932.380858
  11408656.378604, 11115025.303818
  11341877.177037, 11136327.459532
  11230682.302753, 11171183.365257
  11119487.428468, 11203682.059264
  11008292.554183, 11235549.235210
  11002564.053684, 11237127.142330
  10897097.679899, 11261651.128128
  10785902.805614, 11286622.878836
  10674707.931329, 11310846.852610
  10563513.057045, 11332040.285161
  10452318.182760, 11346273.439541
  10341123.308475, 11350854.791355
  10229928.434191, 11346856.681714
  10118733.559906, 11339257.097817
  10007538.685621, 11332492.106708
  9896343.811337, 11327727.936132
  9785148.937052, 11325800.729726
  9673954.062767, 11327876.149325
  9562759.188483, 11332695.016089
  9451564.314198, 11337954.969157
  9340369.439913, 11343038.189653
  9229174.565629, 11345902.678883
  9117979.691344, 11340163.014240
  9006784.817059, 11321654.519487
  8895589.942774, 11294735.655334
  8784395.068490, 11265521.741579
  8682775.560045, 11237127.142330
  8673200.194205, 11234671.375298
  8562005.319920, 11206179.201112
  8450810.445636, 11186982.396138
  8339615.571351, 11173886.897702
  8228420.697066, 11156991.255764
  8117225.822782, 11135782.236290
  8021619.815625, 11115025.303818
  8006030.948497, 11110601.894180
  7894836.074212, 11068570.215859
  7783641.199928, 11018560.604341
  7717670.796873, 10992133.114339
  7672446.325643, 10975171.747281
  7561251.451358, 10947967.409643
  7450056.577074, 10931279.419920
  7338861.702789, 10919030.098338
  7227666.828504, 10907459.515442
  7116471.954220, 10893327.033934
  7005277.079935, 10882549.994965
  6894082.205650, 10882054.684473
  6782887.331366, 10877688.560701
  6730057.712507, 10868415.998324
  6671692.457081, 10857377.970087
  6560497.582796, 10845448.878531
  6449302.708512, 10859096.030977
  6419644.968109, 10868415.998324
  6338107.834227, 10896655.777304
  6226912.959942, 10964323.604133
  6193669.657341, 10992133.114339
  6115718.085657, 11057176.361044
  6041287.299758, 11115025.303818
  6004523.211373, 11148007.462508
  5893328.337088, 11233342.447903
  5886309.590570, 11237127.142330
  5782133.462803, 11321343.019012
  5674362.797993, 11358472.237218
  5670938.588519, 11359995.623889
  5559743.714234, 11397283.243239
  5448548.839949, 11442513.410010
  5337353.965665, 11477830.247211
  5333759.873977, 11479093.282308
  5226159.091380, 11520912.883667
  5114964.217095, 11561107.079314
  5003769.342811, 11587313.227699
  4892574.468526, 11589878.316215
  4781379.594241, 11587613.161394
  4670184.719957, 11584354.713528
  4558989.845672, 11586610.812584
  4494784.323127, 11599022.109690
  4447794.971387, 11608563.366433
  4336600.097103, 11638965.217072
  4225405.222818, 11689776.695903
  4189414.074698, 11718289.738805
  4114210.348533, 11778778.747178
  4037715.487125, 11836926.423020
  4003015.474249, 11876969.851922
  3912242.770232, 11954961.693887
  3891820.599964, 11987911.497010
  3811895.117777, 12072424.403252
  3780625.725679, 12100697.617001
  3673295.440755, 12189342.763376
  3669430.851394, 12190908.817664
  3558235.977110, 12236578.718022
  3447041.102825, 12286039.883612
  3394141.026283, 12305744.385212
  3335846.228540, 12318740.286328
  3224651.354256, 12338381.918495
  3113456.479971, 12357939.156545
  3002261.605686, 12374145.298829
  2891066.731402, 12377719.533549
  2779871.857117, 12364986.232042
  2668676.982832, 12337103.390625
  2585441.547941, 12305744.385212
  2557482.108548, 12293668.331693
  2446287.234263, 12242712.250720
  2335092.359978, 12190000.191095
  2333695.282473, 12189342.763376
  2223897.485694, 12133087.359437
  2112702.611409, 12081698.648328
  2087925.518332, 12072424.403252
  2001507.737124, 12041355.003855
  1890312.862840, 12012148.675681
  1779117.988555, 11985137.731585
  1667923.114270, 11955062.987241
  1667557.488201, 11954961.693887
  1556728.239986, 11922256.516665
  1445533.365701, 11883187.853073
  1334338.491416, 11842516.103677
  1316953.674684, 11836926.423020
  1223143.617131, 11800835.734988
  1111948.742847, 11759176.879381
  1012961.718236, 11718289.738805
  1000753.868562, 11713704.325184
  889558.994277, 11670490.665414
  778364.119993, 11629301.507619
  681544.153748, 11599022.109690
  667169.245708, 11595669.552197
  555974.371423, 11577122.872265
  444779.497139, 11566898.314712
  333584.622854, 11563611.893951
  222389.748569, 11564916.580070
  111194.874285, 11567776.744761
  0.000000, 11571438.465470
[cs=0, path=3]
  39918959.868201, 11576785.726614
  39807764.993916, 11585143.542393
  39696570.119631, 11596414.070243
  39672263.318470, 11599022.109690
  39585375.245347, 11610675.785350
  39474180.371062, 11624645.926164
  39362985.496777, 11639640.697633
  39251790.622492, 11653894.885079
  39140595.748208, 11667429.581456
  39029400.873923, 11685027.115481
  38918205.999638, 11707409.787075
  38874365.209200, 11718289.738805
  38807011.125354, 11733634.679752
  38695816.251069, 11763214.382210
  38584621.376784, 11795425.423281
  38473426.502500, 11835959.564406
  38471161.688171, 11836926.423020
  38362231.628215, 11877361.127488
  38251036.753930, 11917234.855834
  38160958.479861, 11954961.693887
  38139841.879646, 11962756.720700
  38028647.005361, 12005349.074207
  37917452.131076, 12050325.987704
  37871495.707632, 12072424.403252
  37806257.256792, 12098089.121059
  37695062.382507, 12144128.794150
  37583867.508222, 12180249.347273
  37472672.633938, 12186896.908914
  37361477.759653, 12093921.954941
  37353882.458280, 12072424.403252
  37361477.759653, 12061708.568227
  37437970.698058, 11954961.693887
  37472672.633938, 11922117.691637
  37581291.194133, 11836926.423020
  37583867.508222, 11834358.871998
  37695062.382507, 11750918.479403
  37745925.910315, 11718289.738805
  37806257.256792, 11664808.846941
  37906998.266522, 11599022.109690
  37917452.131076, 11586082.452199
  38027882.766035, 11479093.282308
  38005548.205849, 11358472.237218
  38008781.611770, 11237127.142330
  38028647.005361, 11218135.437033
  38123921.049543, 11115025.303818
  38139841.879646, 11104490.999410
  38251036.753930, 11039455.660888
  38323404.376575, 10992133.114339
  38362231.628215, 10971835.601720
  38473426.502500, 10910107.777219
  38534991.085853, 10868415.998324
  38584621.376784, 10841353.467632
  38695816.251069, 10774557.807549
  38742950.175040, 10743838.354115
  38807011.125354, 10721103.317955
  38918205.999638, 10684835.671800
  39029400.873923, 10647525.842781
  39098837.657525, 10618363.492693
  39140595.748208, 10608075.453024
  39251790.622492, 10577320.914428
  39362985.496777, 10543457.785622
  39474180.371062, 10505080.175077
  39509985.452882, 10491953.572712
  39585375.245347, 10475311.560853
  39696570.119631, 10452136.189203
  39807764.993916, 10428159.057145
  39918959.868201, 10389685.890741
[cs=0, path=4]
  0.000000, 18385955.116595
  111194.874285, 18413831.596366
  222389.748569, 18445736.958827
  333584.622854, 18477845.943146
  346606.682361, 18481652.808876
  444779.497139, 18510139.922343
  555974.371423, 18541597.777932
  667169.245708, 18571158.781022
  778364.119993, 18600922.265091
  797095.464889, 18606230.453085
  889558.994277, 18631789.312779
  1000753.868562, 18662523.004808
  1111948.742847, 18695145.622330
  1223143.617131, 18731384.870345
  1224041.418547, 18731705.314507
  1334338.491416, 18770006.739153
  1445533.365701, 18814126.215942
  1542538.123950, 18858115.234488
  1556728.239986, 18864364.743157
  1667923.114270, 18919341.601431
  1779117.988555, 18980900.351405
  1787342.404568, 18985499.275656
  1890312.862840, 19040475.932194
  2001507.737124, 19102214.113210
  2023770.468321, 19113897.795208
  2112702.611409, 19156264.074330
  2223897.485694, 19206391.903432
  2309953.690053, 19243352.522871
  2335092.359978, 19253778.687103
  2446287.234263, 19295854.153158
  2557482.108548, 19334898.044888
  2668676.982832, 19370744.100772
  2679705.355104, 19373906.643959
  2779871.857117, 19404808.791864
  2891066.731402, 19430771.874964
  3002261.605686, 19443100.466199
  3113456.479971, 19438094.165251
  3224651.354256, 19417392.121519
  3335846.228540, 19384883.848229
  3365634.705039, 19373906.643959
  3447041.102825, 19343224.149771
  3558235.977110, 19299078.092165
  3669430.851394, 19260720.741060
  3727603.535598, 19243352.522871
  3780625.725679, 19226219.286459
  3891820.599964, 19195034.967000
  4003015.474249, 19168581.450672
  4114210.348533, 19139425.466549
  4189096.794607, 19113897.795208
  4225405.222818, 19101430.707114
  4336600.097103, 19052547.838913
