[cs=0, path=0]
  178.000000, -27.116011
  177.000000, -27.021806
  176.781404, -27.000000
  176.000000, -26.902529
  175.000000, -26.785615
  174.000000, -26.660042
  173.000000, -26.540592
  172.000000, -26.427099
  171.000000, -26.279434
  170.000000, -26.091447
  169.605730, -26.000000
  169.000000, -25.870950
  168.000000, -25.621938
  167.000000, -25.350405
  166.000000, -25.008171
  165.979632, -25.000000
  165.000000, -24.657996
  164.000000, -24.320163
  163.189906, -24.000000
  163.000000, -23.933786
  162.000000, -23.571618
  161.000000, -23.188493
  160.586704, -23.000000
  160.000000, -22.780880
  159.000000, -22.387251
  158.000000, -22.077938
  157.000000, -22.020966
  156.000000, -22.816474
  155.931694, -23.000000
  156.000000, -23.091424
  156.687918, -24.000000
  157.000000, -24.278754
  157.976831, -25.000000
  158.000000, -25.021697
  159.000000, -25.725488
  159.457427, -26.000000
  160.000000, -26.449080
  160.905986, -27.000000
  161.000000, -27.108165
  161.993127, -28.000000
  161.792267, -29.000000
  161.821346, -30.000000
  162.000000, -30.155955
  162.856820, -31.000000
  163.000000, -31.085977
  164.000000, -31.615705
  164.650818, -32.000000
  165.000000, -32.164530
  166.000000, -32.663769
  166.553664, -33.000000
  167.000000, -33.217833
  168.000000, -33.754068
  168.423886, -34.000000
  169.000000, -34.181732
  170.000000, -34.471144
  171.000000, -34.768236
  171.624460, -35.000000
  172.000000, -35.081668
  173.000000, -35.325505
  174.000000, -35.593474
  175.000000, -35.896511
  175.322003, -36.000000
  176.000000, -36.131087
  177.000000, -36.313415
  178.000000, -36.501780
  179.000000, -36.803448
[cs=0, path=4]
  -180.000000, 32.227075
  -179.000000, 32.452647
  -178.000000, 32.710396
  -177.000000, 32.969331
  -176.882890, 33.000000
  -176.000000, 33.229290
  -175.000000, 33.482066
  -174.000000, 33.719190
  -173.000000, 33.957535
  -172.831545, 34.000000
  -172.000000, 34.204288
  -171.000000, 34.449539
  -170.000000, 34.709384
  -169.000000, 34.997455
  -168.991926, 35.000000
  -168.000000, 35.303790
  -167.000000, 35.652870
  -166.127615, 36.000000
  -166.000000, 36.049242
  -165.000000, 36.481618
  -164.000000, 36.964033
  -163.926036, 37.000000
  -163.000000, 37.429159
  -162.000000, 37.909339
  -161.799786, 38.000000
  -161.000000, 38.328183
  -160.000000, 38.715340
  -159.226078, 39.000000
  -159.000000, 39.080176
  -158.000000, 39.403177
  -157.000000, 39.702108
  -156.000000, 39.975878
  -155.900819, 40.000000
  -155.000000, 40.235438
  -154.000000, 40.432871
  -153.000000, 40.526502
  -152.000000, 40.488490
  -151.000000, 40.331169
  -150.000000, 40.083689
  -149.732106, 40.000000
  -149.000000, 39.765756
  -148.000000, 39.427889
  -147.000000, 39.133529
  -146.476840, 39.000000
  -146.000000, 38.868130
  -145.000000, 38.627735
  -144.000000, 38.423430
  -143.000000, 38.197852
  -142.326530, 38.000000
  -142.000000, 37.903257
  -141.000000, 37.523197
  -140.000000, 37.142739
  -139.535877, 37.000000
  -139.000000, 36.838761
  -138.000000, 36.622283
  -137.000000, 36.525294
  -136.000000, 36.663609
  -135.143705, 37.000000
  -135.000000, 37.047095
  -134.000000, 37.270353
  -133.000000, 37.263261
  -132.000000, 37.078252
  -131.723583, 37.000000
  -131.000000, 36.733020
  -130.000000, 36.460595
  -129.000000, 36.325070
  -128.000000, 36.301385
  -127.000000, 36.364862
  -126.000000, 36.491295
  -125.000000, 36.676721
  -124.000000, 36.925452
  -123.751557, 37.000000
  -123.000000, 37.210517
  -122.000000, 37.657594
  -121.360285, 38.000000
  -121.000000, 38.206640
  -120.000000, 38.526771
  -119.000000, 38.791548
  -118.451702, 39.000000
  -118.000000, 39.246179
  -117.000000, 39.935698
  -116.943712, 40.000000
  -116.501650, 41.000000
  -116.158068, 42.000000
  -116.000000, 42.479006
  -115.860974, 43.000000
  -115.613824, 44.000000
  -115.291914, 45.000000
  -116.000000, 45.653581
  -117.000000, 45.618175
  -118.000000, 45.388682
  -119.000000, 45.069450
  -119.159745, 45.000000
  -120.000000, 44.676115
  -121.000000, 44.339309
  -122.000000, 44.201186
  -123.000000, 44.179411
  -124.000000, 44.012953
  -124.045422, 44.000000
  -125.000000, 43.752411
  -126.000000, 43.449982
  -127.000000, 43.014546
  -127.037480, 43.000000
  -128.000000, 42.687595
  -129.000000, 42.630367
  -130.000000, 42.787668
  -130.707171, 43.000000
  -131.000000, 43.091291
  -132.000000, 43.492049
  -133.000000, 43.972836
  -133.048512, 44.000000
  -134.000000, 44.591844
  -134.542379, 45.000000
  -135.000000, 45.421718
  -135.560787, 46.000000
  -136.000000, 46.519533
  -136.403456, 47.000000
  -137.000000, 47.713336
  -137.260640, 48.000000
  -138.000000, 48.748272
  -138.298629, 49.000000
  -139.000000, 49.549064
  -139.684588, 50.000000
  -140.000000, 50.199127
  -141.000000, 50.797544
  -141.355115, 51.000000
  -142.000000, 51.344846
  -143.000000, 51.778649
  -143.640705, 52.000000
  -144.000000, 52.121622
  -145.000000, 52.378350
  -146.000000, 52.569098
  -147.000000, 52.653821
  -148.000000, 52.599992
  -149.000000, 52.461848
  -150.000000, 52.311734
  -151.000000, 52.154445
  -151.812315, 52.000000
  -152.000000, 51.961617
  -153.000000, 51.739253
  -154.000000, 51.549813
  -155.000000, 51.401532
  -156.000000, 51.278275
  -157.000000, 51.159103
  -158.000000, 51.018832
  -158.103321, 51.000000
  -159.000000, 50.850225
  -160.000000, 50.631030
  -161.000000, 50.351511
  -162.000000, 50.000032
  -162.000085, 50.000000
  -163.000000, 49.616849
  -164.000000, 49.228919
  -164.636830, 49.000000
  -165.000000, 48.881809
  -166.000000, 48.582263
  -167.000000, 48.301662
  -168.000000, 48.014589
  -168.044258, 48.000000
  -169.000000, 47.677759
  -170.000000, 47.299109
  -170.796052, 47.000000
  -171.000000, 46.918719
  -172.000000, 46.546890
  -173.000000, 46.247530
  -173.978723, 46.000000
  -174.000000, 45.993195
  -175.000000, 45.675044
  -176.000000, 45.340772
  -176.911593, 45.000000
  -177.000000, 44.956263
  -178.000000, 44.447043
  -178.882572, 44.000000
  -179.000000, 43.907735
  -180.000000, 43.129529
[cs=0, path=5]
  179.000000, 42.279190
  178.526385, 42.000000
  178.000000, 41.404265
  177.596304, 41.000000
  177.924893, 40.000000
  177.628900, 39.000000
  177.000000, 38.079318
  176.958160, 38.000000
  176.191303, 37.000000
  176.000000, 36.740502
  175.438130, 36.000000
  175.000000, 35.437219
  174.669218, 35.000000
  174.000000, 34.125311
  173.912880, 34.000000
  173.427741, 33.000000
  173.419784, 32.000000
  174.000000, 31.345144
  175.000000, 31.132814
  176.000000, 31.282983
  177.000000, 31.594820
  178.000000, 31.882242
  178.609940, 32.000000
